k,num_removed_kmers,candidate_paper_title,candidate_mag_id,citeseer_id,cluster_id,ratio,hashmap_build_time,match,average_query_time_phase1,average_query_time_phase2,average_query_time_total,levenshteinThreshold,ratioThreshold
8,6000,Inflammatory pseudotumor of the Kidney,2410982831,10.1.1.283.8174,17660994,"(22, '-', 22)",79351.3969771862,Match,0.0026082992553710938,0.001542806625366211,0.004243135452270508,0.4,0.85
8,6000,Mechanochemická syntéza nanokryštalických materiálov v priemyselnom mlyne,856116778,10.1.1.139.8004,9022875,"(35, '-', 21)",79351.3969771862,Match,0.0008938312530517578,0.0003750324249267578,0.0013020038604736328,0.4,0.85
8,6000,Severe community-acquired pneumonia in the intensive care unit,2410986241,10.1.1.147.8273,9473623,"(37, '-', 24)",79351.3969771862,Match,0.0035512447357177734,0.00238037109375,0.00606989860534668,0.4,0.85
8,6000,IC97 is a novel intermediate chain of I1 dynein that interacts with tubulin and regulates interdoublet sliding,856190229,10.1.1.335.2143,20729362,"(88, '-', 21)",79351.3969771862,Match,0.006116628646850586,0.0039052963256835938,0.010215282440185547,0.4,0.85
8,6000,Cryptanalysis and improvement of a certificateless multi-proxy signature scheme,2350719694,10.1.1.400.7604,26780570,"(34, '-', 19)",79351.3969771862,Match,0.004778623580932617,0.0032372474670410156,0.008180379867553711,0.4,0.85
8,6000,management of peripheral arterial disease,2410993280,10.1.1.281.2282,17304962,"(26, '-', 23)",79351.3969771862,Match,0.002154827117919922,0.0014595985412597656,0.0037064552307128906,0.4,0.85
8,6000,Software risk management and insurance,856464734,10.1.1.125.7322,1482222,"(14, '-', 7)",79351.3969771862,Match,0.0015628337860107422,0.0014219284057617188,0.0030622482299804688,0.4,0.85
8,6000,A generalization of the handle addition theorem,2350750557,10.1.1.77.4100,2589544,"(22, '-', 10)",79351.3969771862,Match,0.0022745132446289062,0.001438140869140625,0.003795146942138672,0.4,0.85
8,6000,Table of abbreviations,856563082,10.1.1.103.4587,638243,"(13, '-', 10)",79351.3969771862,Match,0.001100301742553711,0.0004563331604003906,0.0015914440155029297,0.4,0.85
8,6000,T.: Transactional contention management as a non-clairvoyant scheduling problem,2350759496,10.1.1.224.2854,5669280,"(35, '-', 11)",79351.3969771862,Match,0.004703044891357422,0.0035779476165771484,0.008461475372314453,0.4,0.85
8,6000, Efficient option pricing with transaction costs,2350763990,10.1.1.155.1625,5424456,"(26, '-', 28)",79351.3969771862,Match,0.002222776412963867,0.0017163753509521484,0.004029273986816406,0.4,0.85
8,6000,the treatment of acute cholecystitis,2411006748,10.1.1.271.6781,15923085,"(18, '-', 13)",79351.3969771862,Match,0.0006206035614013672,0.00032830238342285156,0.0009751319885253906,0.4,0.85
8,6000,Title: A dynamic web server based appointment calendar,856752174,10.1.1.121.6652,6519994,"(37, '-', 11)",79351.3969771862,Match,0.0018916130065917969,0.0011556148529052734,0.0031163692474365234,0.4,0.85
8,6000,Improvement of QRA for tunnel safety by comparing QRA used in other engineering fields,856818495,10.1.1.189.3851,11923625,"(45, '-', 8)",79351.3969771862,Match,0.002554178237915039,0.002175569534301758,0.004842281341552734,0.4,0.85
8,6000,heart transplantation in,2411011250,10.1.1.327.3455,21724831,"(14, '-', 14)",79351.3969771862,Match,0.0011069774627685547,0.0003743171691894531,0.0015094280242919922,0.4,0.85
8,6000,Information and entropy econometrics: Editor’s view,2350784059,10.1.1.129.7229,6792805,"(20, '-', 8)",79351.3969771862,Match,0.0019292831420898438,0.001333475112915039,0.0033349990844726562,0.4,0.85
8,6000,Aluminosilicate Filler for Fluoroelastomers,2350787889,10.1.1.148.6712,9561576,"(19, '-', 4)",79351.3969771862,Match,0.0007469654083251953,0.0003216266632080078,0.0011022090911865234,0.4,0.85
8,6000,Dengue and dengue hemorrhagic fever,2350791556,10.1.1.336.9847,226057,"(27, '-', 20)",79351.3969771862,Match,0.0004799365997314453,0.0002551078796386719,0.0007541179656982422,0.4,0.85
8,6000,A graphical tool for monitoring Oz objects activity,857012237,10.1.1.56.1869,7894079,"(26, '-', 10)",79351.3969771862,Match,0.003329753875732422,0.0022656917572021484,0.005728960037231445,0.4,0.85
8,6000,Hyperparathyroid bone disease in chronic renal failure,2411025933,10.1.1.275.192,16358371,"(33, '-', 13)",79351.3969771862,Match,0.001924276351928711,0.0014979839324951172,0.0035021305084228516,0.4,0.85
8,6000,A multigrid preconditioner for the semiconductor equations,857380701,10.1.1.149.5761,2290648,"(25, '-', 17)",79351.3969771862,Match,0.004235982894897461,0.0029001235961914062,0.007284879684448242,0.4,0.85
8,6000,Spectral clustering of graphs with general degrees in the extended planted partition model,857387926,10.1.1.371.3557,19545728,"(65, '-', 16)",79351.3969771862,Match,0.007013082504272461,0.00552678108215332,0.012807369232177734,0.4,0.85
8,6000,On the base station selection and base station sharing in self-configuring networks,2411032004,10.1.1.249.1993,11348257,"(71, '-', 71)",79351.3969771862,Match,0.0042877197265625,0.002516031265258789,0.006952762603759766,0.4,0.85
8,6000,management of acute pancreatitis,2411032138,10.1.1.356.6881,23735366,"(17, '-', 13)",79351.3969771862,Match,0.0010597705841064453,0.0007650852203369141,0.0018723011016845703,0.4,0.85
8,6000,diseases in children,2411032482,10.1.1.351.7342,23232536,"(13, '-', 8)",79351.3969771862,Match,0.0018427371978759766,0.0013782978057861328,0.003297567367553711,0.4,0.85
8,6000,carcinoma of the prostate,2411032812,10.1.1.280.646,17153475,"(16, '-', 9)",79351.3969771862,Match,0.0024673938751220703,0.002148151397705078,0.004730701446533203,0.4,0.85
8,6000,Distribution and abundance of small mammals in relation to habitat in Pureora Forest park,857433948,10.1.1.376.2932,13821099,"(51, '-', 13)",79351.3969771862,Match,0.0036253929138183594,0.0031273365020751953,0.006911277770996094,0.4,0.85
8,6000,strictly totally positive matrices,2411034805,10.1.1.303.3263,19802417,"(18, '-', 18)",79351.3969771862,Match,0.002565145492553711,0.0016739368438720703,0.0043315887451171875,0.4,0.85
8,6000,CN: Non-insulin-dependent diabetes mellitus,2411035494,10.1.1.336.8943,17617885,"(17, '-', 20)",79351.3969771862,Match,0.0008723735809326172,0.00040411949157714844,0.0013124942779541016,0.4,0.85
8,6000,An effective local routing strategy on the BA network,2411036213,10.1.1.312.1065,20187960,"(30, '-', 30)",79351.3969771862,Match,0.00701141357421875,0.005484104156494141,0.012766838073730469,0.4,0.85
8,6000,Regression analysis in translation studies,2350844991,10.1.1.186.6747,11774144,"(18, '-', 12)",79351.3969771862,Match,0.005243778228759766,0.003473997116088867,0.008901119232177734,0.4,0.85
8,6000,A synthesis of solar cycle prediction techniques,857562896,10.1.1.380.1425,14999165,"(25, '-', 8)",79351.3969771862,Match,0.0035402774810791016,0.0028328895568847656,0.006518840789794922,0.4,0.85
8,6000,Human capital risk and economic growth,2350852917,10.1.1.361.3157,19252321,"(17, '-', 14)",79351.3969771862,Match,0.002231121063232422,0.0016026496887207031,0.003927469253540039,0.4,0.85
8,6000,Irreductibilité de certaines representations non unitaires dans des espaces de distributions propres,857648924,10.1.1.231.6776,7907264,"(66, '-', 10)",79351.3969771862,Match,0.0010485649108886719,0.0008492469787597656,0.0019512176513671875,0.4,0.85
8,6000,Minimax and adaptive estimation of the Wigner function in quantum homodyne tomography with noisy data,857735647,10.1.1.239.6636,14636806,"(62, '-', 62)",79351.3969771862,Match,0.0044591426849365234,0.0032486915588378906,0.007879018783569336,0.4,0.85
8,6000,Universal quantum gates,2411050093,10.1.1.252.2827,4932586,"(10, '-', 11)",79351.3969771862,Match,0.0008461475372314453,0.0006711483001708984,0.0015590190887451172,0.4,0.85
8,6000,Xanthogranulomatous Pyelonephritis in a male,2411060512,10.1.1.353.6098,23356420,"(24, '-', 18)",79351.3969771862,Match,0.0007152557373046875,0.0003902912139892578,0.0011343955993652344,0.4,0.85
8,6000,frontotemporal lobar degeneration,2411061720,10.1.1.287.2470,18028590,"(14, '-', 14)",79351.3969771862,Match,0.0004687309265136719,0.000202178955078125,0.0006921291351318359,0.4,0.85
8,6000,Plasmodium falciparum malaria,2411063364,10.1.1.276.9220,16696642,"(21, '-', 21)",79351.3969771862,Match,0.0008740425109863281,0.00021958351135253906,0.0011105537414550781,0.4,0.85
8,6000,Liouville theorems for Dirac-harmonic maps,2350908582,10.1.1.249.2633,14744871,"(13, '-', 10)",79351.3969771862,Match,0.003060579299926758,0.0015721321105957031,0.0047223567962646484,0.4,0.85
8,6000,for the operating room,858275881,10.1.1.377.6843,25132180,"(9, '-', 6)",79351.3969771862,Match,0.0011005401611328125,0.0008637905120849609,0.0020160675048828125,0.4,0.85
8,6000,software engineering methodological,858336405,10.1.1.130.9610,7208581,"(16, '-', 16)",79351.3969771862,Match,0.0024182796478271484,0.0013790130615234375,0.0038747787475585938,0.4,0.85
8,6000,Role in cardiovascular diseases,2411071137,10.1.1.333.9696,22252043,"(17, '-', 17)",79351.3969771862,Match,0.002178192138671875,0.0009598731994628906,0.0031938552856445312,0.4,0.85
8,6000,Satisfiability allows no nontrivial sparsification unless the polynomial-time hierarchy collapses,2411072841,10.1.1.352.8477,10593842,"(67, '-', 67)",79351.3969771862,Match,0.003815174102783203,0.0029556751251220703,0.006922721862792969,0.4,0.85
8,6000,A subclass of uniformly convex functions associated with certain fractional calculus operators,2350934577,10.1.1.390.7961,9554797,"(53, '-', 53)",79351.3969771862,Match,0.0065305233001708984,0.0053179264068603516,0.01212000846862793,0.4,0.85
8,6000,Lipoprotein metabolism in diabetes mellitus,2411074985,10.1.1.321.6072,14222946,"(25, '-', 14)",79351.3969771862,Match,0.003131866455078125,0.0016117095947265625,0.004837751388549805,0.4,0.85
8,6000,Gilles de la Tourette syndrome,2411077946,10.1.1.386.374,25700579,"(14, '-', 9)",79351.3969771862,Match,0.0004899501800537109,0.00023055076599121094,0.0007402896881103516,0.4,0.85
8,6000,Optimization in radiation treatment planning,2350947163,10.1.1.63.2505,576040,"(21, '-', 18)",79351.3969771862,Match,0.005901336669921875,0.0035369396209716797,0.009627103805541992,0.4,0.85
8,6000,The spin structure of the nucleon,2350948428,10.1.1.342.4402,14988778,"(14, '-', 12)",79351.3969771862,Match,0.0014300346374511719,0.0009946823120117188,0.0024831295013427734,0.4,0.85
8,6000,Cystic lymphangioma of the pancreas,2411083667,10.1.1.288.2490,18208343,"(18, '-', 19)",79351.3969771862,Match,0.0008420944213867188,0.00044608116149902344,0.0013241767883300781,0.4,0.85
8,6000,carcinoma of the prostate,2411087398,10.1.1.280.646,17153475,"(11, '-', 8)",79351.3969771862,Match,0.0020236968994140625,0.0016469955444335938,0.0037581920623779297,0.4,0.85
8,6000,Positive solutions for boundary value problem of nonlinear fractional differential equation,2350969087,10.1.1.375.2139,24962659,"(51, '-', 51)",79351.3969771862,Match,0.010132074356079102,0.006750583648681641,0.01722240447998047,0.4,0.85
8,6000,Overcoming social barriers,2411088028,10.1.1.422.37,28142835,"(17, '-', 6)",79351.3969771862,Match,0.0006060600280761719,0.00023818016052246094,0.0008661746978759766,0.4,0.85
8,6000,nuclear magnetic resonance spectroscopy,2411089799,10.1.1.147.6724,9453429,"(18, '-', 18)",79351.3969771862,Match,0.0036292076110839844,0.0025930404663085938,0.006361722946166992,0.4,0.85
8,6000,Community acquired bacterial meningitis in Cuba:,2411091293,10.1.1.355.5482,23594588,"(29, '-', 10)",79351.3969771862,Match,0.0025391578674316406,0.0016834735870361328,0.004311800003051758,0.4,0.85
8,6000,Preconditioned Eigensolvers - An Oxymoron?,2350991510,10.1.1.34.9249,141208,"(10, '-', 10)",79351.3969771862,Match,0.0015227794647216797,0.0008428096771240234,0.0024123191833496094,0.4,0.85
8,6000,risk of primary open angle glaucoma,2411098478,10.1.1.271.591,15787252,"(21, '-', 13)",79351.3969771862,Match,0.0024209022521972656,0.0017826557159423828,0.0042951107025146484,0.4,0.85
8,6000,Nomograms for visualizing support vector machines,859336204,10.1.1.109.5189,1225233,"(31, '-', 31)",79351.3969771862,Match,0.005860090255737305,0.0032949447631835938,0.009328365325927734,0.4,0.85
8,6000,Rock texture retrieval using gray level co-occurrence matrix” Norsig2002,859380157,10.1.1.331.3710,10366824,"(40, '-', 10)",79351.3969771862,Match,0.0028226375579833984,0.001882791519165039,0.0048065185546875,0.4,0.85
8,6000,Extended abstract for submissions to MIREX 2006: Three algorithms for symbolic similarity computation,2411104021,10.1.1.375.666,24973890,"(51, '-', 12)",79351.3969771862,Match,0.005936145782470703,0.004368305206298828,0.010524749755859375,0.4,0.85
8,6000,in the treatment of breast cancer,2411106067,10.1.1.275.4804,16429019,"(15, '-', 15)",79351.3969771862,Match,0.002180814743041992,0.0009822845458984375,0.003221750259399414,0.4,0.85
8,6000,Plasma lipid transfer proteins,2411106098,10.1.1.322.3056,20854265,"(18, '-', 14)",79351.3969771862,Match,0.0009002685546875,0.0007126331329345703,0.0016579627990722656,0.4,0.85
8,6000,Medical data mining,859595394,10.1.1.366.2748,24459709,"(9, '-', 12)",79351.3969771862,Match,0.0010559558868408203,0.00042128562927246094,0.0015113353729248047,0.4,0.85
8,6000,Optimal memory constrained isosurface extraction,859635240,10.1.1.83.6396,2184913,"(24, '-', 13)",79351.3969771862,Match,0.0026581287384033203,0.0020105838775634766,0.004791736602783203,0.4,0.85
8,6000,Asynchronous method invocation in Join java and polyphonic c#,2351023252,10.1.1.206.2685,13085792,"(34, '-', 10)",79351.3969771862,Match,0.0012371540069580078,0.0009405612945556641,0.0022330284118652344,0.4,0.85
8,6000,Review Weaning from mechanical ventilation,2411110331,10.1.1.159.3740,10270997,"(21, '-', 17)",79351.3969771862,Match,0.0014545917510986328,0.0011839866638183594,0.002705812454223633,0.4,0.85
8,6000,Gene expression data analysis,2351029586,10.1.1.114.9006,158321,"(14, '-', 15)",79351.3969771862,Match,0.002199888229370117,0.0011343955993652344,0.003398895263671875,0.4,0.85
8,6000,Multiplicity of Sturm-Liouville eigenvalues,2351030243,10.1.1.77.6117,4331683,"(17, '-', 11)",79351.3969771862,Match,0.0026891231536865234,0.0021691322326660156,0.004969596862792969,0.4,0.85
8,6000,On the generalized Rogers-Ramanujan continued fraction,2351055088,10.1.1.119.4121,5549852,"(24, '-', 24)",79351.3969771862,Match,0.0027170181274414062,0.0016679763793945312,0.00448298454284668,0.4,0.85
8,6000,hereditary pulmonary arterial hypertension and,2411128603,10.1.1.288.8353,18321657,"(28, '-', 25)",79351.3969771862,Match,0.0021789073944091797,0.0012764930725097656,0.0035254955291748047,0.4,0.85
8,6000,the treatment of acute cholecystitis,2411130767,10.1.1.271.6781,15923085,"(19, '-', 13)",79351.3969771862,Match,0.000736236572265625,0.0004892349243164062,0.0012621879577636719,0.4,0.85
8,6000,sharing the burden,2411133415,10.1.1.180.3737,11446740,"(9, '-', 6)",79351.3969771862,Match,0.0006315708160400391,0.00040650367736816406,0.0010716915130615234,0.4,0.85
8,6000,laparoscopic surgery for gastric cancer,2411138216,10.1.1.288.2281,18204099,"(19, '-', 12)",79351.3969771862,Match,0.0013420581817626953,0.0007297992706298828,0.0021212100982666016,0.4,0.85
8,6000,Models of the knee in the energy spectrum of cosmic rays,2411140670,10.1.1.315.3027,4288207,"(36, '-', 36)",79351.3969771862,Match,0.0031409263610839844,0.001878976821899414,0.005117654800415039,0.4,0.85
8,6000,The expressiveness of locally stratified programs,2411146550,10.1.1.135.8697,1873132,"(26, '-', 11)",79351.3969771862,Match,0.0027501583099365234,0.001962423324584961,0.004816293716430664,0.4,0.85
8,6000,Liposarcoma of the tongue: case report and review of the literature,2411147212,10.1.1.277.90,16713149,"(35, '-', 31)",79351.3969771862,Match,0.005956411361694336,0.003876209259033203,0.010030031204223633,0.4,0.85
8,6000,treatment of asthma,2411153182,10.1.1.275.9561,16508187,"(6, '-', 6)",79351.3969771862,Match,0.0007231235504150391,0.0003542900085449219,0.0011088848114013672,0.4,0.85
8,6000,for influenza vaccination in children,2411155626,10.1.1.354.4110,23443836,"(24, '-', 16)",79351.3969771862,Match,0.003459930419921875,0.0026237964630126953,0.006219387054443359,0.4,0.85
8,6000,Improving semantic web service discovery,2351142026,10.1.1.83.131,4656956,"(12, '-', 12)",79351.3969771862,Match,0.001756429672241211,0.0009970664978027344,0.0028090476989746094,0.4,0.85
8,6000,A proof of the security of quantum key distribution,2351142355,10.1.1.109.4459,436922,"(23, '-', 23)",79351.3969771862,Match,0.003623485565185547,0.0027251243591308594,0.006491661071777344,0.4,0.85
8,6000,Impact of electronic commerce on supply chain management,2351147764,10.1.1.231.6667,6416504,"(22, '-', 14)",79351.3969771862,Match,0.002202749252319336,0.001413583755493164,0.003704547882080078,0.4,0.85
8,6000,Flid-dl: Congestion control for layered multicast,2351150386,10.1.1.122.6188,54808,"(22, '-', 24)",79351.3969771862,Match,0.0026557445526123047,0.0019016265869140625,0.004657268524169922,0.4,0.85
8,6000,Four degrees of separation,2411163403,10.1.1.362.2996,19413918,"(12, '-', 12)",79351.3969771862,Match,0.0010483264923095703,0.0006515979766845703,0.001739501953125,0.4,0.85
8,6000,heart transplantation in,2411163891,10.1.1.327.3455,21724831,"(14, '-', 14)",79351.3969771862,Match,0.0010752677917480469,0.00039005279541015625,0.0014922618865966797,0.4,0.85
8,6000,The total chromatic number of graphs of high minimum degree,861484896,10.1.1.109.5088,318771,"(31, '-', 18)",79351.3969771862,Match,0.0034873485565185547,0.00251007080078125,0.0061244964599609375,0.4,0.85
8,6000,Letter to the editor of,2411168262,10.1.1.231.2189,7888435,"(12, '-', 12)",79351.3969771862,Match,0.002460479736328125,0.0009872913360595703,0.0035064220428466797,0.4,0.85
8,6000,of congenital heart disease,2411174891,10.1.1.319.4695,20653982,"(19, '-', 15)",79351.3969771862,Match,0.0007593631744384766,0.0003750324249267578,0.0011622905731201172,0.4,0.85
8,6000,Schwannoma of the larynx,2411178608,10.1.1.357.438,23779156,"(10, '-', 9)",79351.3969771862,Match,0.0015730857849121094,0.0012288093566894531,0.002869129180908203,0.4,0.85
8,6000,Toxicokinetics of bone lead,2411185348,10.1.1.277.3696,5757629,"(9, '-', 9)",79351.3969771862,Match,0.0009036064147949219,0.0004515647888183594,0.0013885498046875,0.4,0.85
8,6000,of ulcerative colitis,2411185592,10.1.1.274.9644,16350057,"(13, '-', 11)",79351.3969771862,Match,0.001081228256225586,0.0006701946258544922,0.0017948150634765625,0.4,0.85
8,6000,Relative dose intensity,2411185906,10.1.1.356.7284,23740452,"(14, '-', 6)",79351.3969771862,Match,0.0009567737579345703,0.0007605552673339844,0.0017614364624023438,0.4,0.85
8,6000,adenocarcinoma of the lung,2411190253,10.1.1.349.2352,22945505,"(13, '-', 12)",79351.3969771862,Match,0.0014584064483642578,0.0011131763458251953,0.0026369094848632812,0.4,0.85
8,6000,Value distribution of meromorphic functions,2351230341,10.1.1.420.9538,9047451,"(20, '-', 14)",79351.3969771862,Match,0.002150297164916992,0.001791238784790039,0.004037141799926758,0.4,0.85
8,6000,Role of heat shock proteins in atherosclerosis,2351238885,10.1.1.317.1936,16585981,"(19, '-', 14)",79351.3969771862,Match,0.0014026165008544922,0.0005550384521484375,0.001996278762817383,0.4,0.85
8,6000,Large margin hidden markov models for speech recognition,862634952,10.1.1.93.1601,3850324,"(28, '-', 20)",79351.3969771862,Match,0.0037384033203125,0.0025348663330078125,0.006400346755981445,0.4,0.85
8,6000,treatment of chronic hepatitis,2411204274,10.1.1.275.3464,16408242,"(18, '-', 14)",79351.3969771862,Match,0.0016851425170898438,0.0013506412506103516,0.003114938735961914,0.4,0.85
8,6000,spontaneous coronary artery dissection,2411205461,10.1.1.274.8688,16335174,"(16, '-', 15)",79351.3969771862,Match,0.0018706321716308594,0.0008828639984130859,0.002809762954711914,0.4,0.85
8,6000,Cation transport in Escherichia coli,2411206889,10.1.1.282.3260,549618,"(12, '-', 12)",79351.3969771862,Match,0.0032079219818115234,0.0011973381042480469,0.004473209381103516,0.4,0.85
8,6000,The role of causal models in analogical inference,2351271836,10.1.1.329.6828,13197000,"(35, '-', 17)",79351.3969771862,Match,0.004736423492431641,0.002779245376586914,0.007673740386962891,0.4,0.85
8,6000,Low-dose adenosine stress echocardiography: Detection of myocardial viability,2351281075,10.1.1.284.5226,17757871,"(44, '-', 22)",79351.3969771862,Match,0.0028297901153564453,0.0019550323486328125,0.004883766174316406,0.4,0.85
8,6000,Review Weaning from mechanical ventilation,2411212999,10.1.1.159.3740,10270997,"(21, '-', 17)",79351.3969771862,Match,0.0014772415161132812,0.0010645389556884766,0.002608776092529297,0.4,0.85
8,6000,A new scheme on privacy preserving association rule mining,2351283755,10.1.1.212.6692,1059474,"(30, '-', 30)",79351.3969771862,Match,0.001550436019897461,0.0010449886322021484,0.0026540756225585938,0.4,0.85
8,6000,the treatment of acute cholecystitis,2411214538,10.1.1.271.6781,15923085,"(18, '-', 13)",79351.3969771862,Match,0.0005931854248046875,0.0003387928009033203,0.0009584426879882812,0.4,0.85
8,6000,ecosystem management,2351287636,10.1.1.374.4909,24937496,"(9, '-', 10)",79351.3969771862,Match,0.0007624626159667969,0.0003991127014160156,0.0011928081512451172,0.4,0.85
8,6000,Vconf: a reinforcement learning approach to virtual machines auto-configuration,2351319870,10.1.1.298.1281,10957257,"(34, '-', 13)",79351.3969771862,Match,0.0041997432708740234,0.0029478073120117188,0.007291555404663086,0.4,0.85
8,6000,normal and osteoarthritic articular cartilage,2411231757,10.1.1.274.5159,16278298,"(38, '-', 13)",79351.3969771862,Match,0.001683950424194336,0.0010445117950439453,0.0027914047241210938,0.4,0.85
8,6000,rheumatoid arthritis and osteoarthritis,2411234623,10.1.1.284.8094,17803852,"(20, '-', 18)",79351.3969771862,Match,0.0010192394256591797,0.00032973289489746094,0.0013761520385742188,0.4,0.85
8,6000,diseases in children,2411235046,10.1.1.351.7342,23232536,"(13, '-', 8)",79351.3969771862,Match,0.001837015151977539,0.0013747215270996094,0.00328826904296875,0.4,0.85
8,6000,On the algebraic immunity of symmetric boolean functions,2351341132,10.1.1.77.8792,992678,"(32, '-', 18)",79351.3969771862,Match,0.002768278121948242,0.002315044403076172,0.00520634651184082,0.4,0.85
8,6000,Evolution and human nature,2411238460,10.1.1.333.5975,526066,"(7, '-', 7)",79351.3969771862,Match,0.001409292221069336,0.0012135505676269531,0.0026934146881103516,0.4,0.85
8,6000,Chaotic properties of subshifts generated by a non-periodic recurrent orbit,2351355168,10.1.1.286.7160,2639008,"(47, '-', 9)",79351.3969771862,Match,0.0046422481536865234,0.0036513805389404297,0.008475780487060547,0.4,0.85
8,6000,Cytokines and respiratory syncytial virus infection,2411244518,10.1.1.326.4036,20938608,"(30, '-', 30)",79351.3969771862,Match,0.0034999847412109375,0.001943826675415039,0.0055468082427978516,0.4,0.85
8,6000,vaccines by loop-mediated isothermal amplification,2351363027,10.1.1.287.6708,18103913,"(23, '-', 23)",79351.3969771862,Match,0.003105640411376953,0.002287149429321289,0.0055119991302490234,0.4,0.85
8,6000,Complications of interval laparoscopic tubal sterilization,2411247045,10.1.1.73.3120,2497848,"(23, '-', 8)",79351.3969771862,Match,0.0009093284606933594,0.0004725456237792969,0.0014157295227050781,0.4,0.85
8,6000,The difference between consecutive primes ii,2351380719,10.1.1.360.3671,4680641,"(23, '-', 17)",79351.3969771862,Match,0.0011172294616699219,0.0004467964172363281,0.0016019344329833984,0.4,0.85
8,6000,Proton dose monitoring with PET: quantitative studies in,2411253205,10.1.1.71.7147,4222472,"(27, '-', 13)",79351.3969771862,Match,0.004398345947265625,0.003095865249633789,0.0076580047607421875,0.4,0.85
8,6000,An efficient ID-based group signature scheme,2351393166,10.1.1.7.5980,4138454,"(15, '-', 14)",79351.3969771862,Match,0.0014493465423583984,0.0007722377777099609,0.0022764205932617188,0.4,0.85
8,6000,Neuroleptic malignant syndrome (NMS),2411258069,10.1.1.351.3013,23190279,"(22, '-', 7)",79351.3969771862,Match,0.0008070468902587891,0.0003826618194580078,0.0012183189392089844,0.4,0.85
8,6000,Adult clear cell sarcoma of the kidney: A case report,2351402344,10.1.1.277.3058,16767494,"(29, '-', 13)",79351.3969771862,Match,0.0017049312591552734,0.0007801055908203125,0.0025339126586914062,0.4,0.85
8,6000,Iwahori-Hecke algebras of type A at roots of unity,2351405920,10.1.1.11.6131,8584555,"(22, '-', 22)",79351.3969771862,Match,0.0016536712646484375,0.0010499954223632812,0.0027637481689453125,0.4,0.85
8,6000,Looking for a new participant. The Purepecha passive *,864492740,10.1.1.405.4235,27111085,"(28, '-', 8)",79351.3969771862,Match,0.0023071765899658203,0.0016031265258789062,0.004006147384643555,0.4,0.85
8,6000,The citation culture,2411263438,10.1.1.67.401,441467,"(11, '-', 6)",79351.3969771862,Match,0.0010480880737304688,0.0008590221405029297,0.001971006393432617,0.4,0.85
8,6000,Hepatitis E virus infection in hemodialysis patients: A,2411263479,10.1.1.148.1047,9509015,"(23, '-', 24)",79351.3969771862,Match,0.0029647350311279297,0.0022382736206054688,0.00531768798828125,0.4,0.85
8,6000,Nervous regulation of food intake,2411268046,10.1.1.322.3453,19373019,"(11, '-', 11)",79351.3969771862,Match,0.0006568431854248047,0.0004169940948486328,0.0011074542999267578,0.4,0.85
8,6000,Perception evidence for the proportional increase theory of weight,2411272274,10.1.1.369.7439,24682624,"(43, '-', 11)",79351.3969771862,Match,0.005818843841552734,0.004238128662109375,0.010278940200805664,0.4,0.85
8,6000,Organisations internationales:,864789541,10.1.1.121.5627,6513005,"(14, '-', 14)",79351.3969771862,Match,0.002748250961303711,0.0017201900482177734,0.004557132720947266,0.4,0.85
8,6000,CD34 � hematopoietic progenitors from human cord blood differentiate along two independent dendritic cell pathways in response to GMCSF�TNF,2411273047,10.1.1.284.2654,5925184,"(100, '-', 25)",79351.3969771862,Match,0.005687713623046875,0.004207134246826172,0.010100841522216797,0.4,0.85
8,6000,management of acute pancreatitis,2411274998,10.1.1.356.6881,23735366,"(17, '-', 17)",79351.3969771862,Match,0.0006535053253173828,0.00031828880310058594,0.0009951591491699219,0.4,0.85
8,6000,An � -insensitive approach to fuzzy clustering,864866842,10.1.1.390.5361,4602729,"(20, '-', 6)",79351.3969771862,Match,0.0012450218200683594,0.0007410049438476562,0.002038717269897461,0.4,0.85
8,6000,Properly embedded surfaces with constant mean curvature,864915266,10.1.1.172.7800,9878081,"(27, '-', 19)",79351.3969771862,Match,0.004478931427001953,0.0029904842376708984,0.007623195648193359,0.4,0.85
8,6000,Editorial Obstetric Services in Pakistan: Where are we and what is the way forward?,864941111,10.1.1.301.8120,19665053,"(36, '-', 13)",79351.3969771862,Match,0.002023458480834961,0.0014922618865966797,0.0035932064056396484,0.4,0.85
8,6000,Noncompact manifolds with nonnegative Ricci curvature,864973000,10.1.1.241.3728,7791650,"(24, '-', 37)",79351.3969771862,Match,0.004136800765991211,0.0028219223022460938,0.007107257843017578,0.4,0.85
8,6000,pipsqueak encodes a factor essential for sequence-specific targeting of a Polycomb group protein complex,865058261,10.1.1.328.9203,17266756,"(72, '-', 15)",79351.3969771862,Match,0.005990743637084961,0.0038101673126220703,0.010009765625,0.4,0.85
8,6000,Design and implementation of the virtual machine constructing on register *,2411285229,10.1.1.176.7100,11267272,"(38, '-', 15)",79351.3969771862,Match,0.004500389099121094,0.0033419132232666016,0.00800943374633789,0.4,0.85
8,6000,and the general public,2411285245,10.1.1.152.4734,9826564,"(10, '-', 10)",79351.3969771862,Match,0.001897573471069336,0.001224517822265625,0.0031974315643310547,0.4,0.85
8,6000,Coherent states for the hydrogen atom,2351466900,10.1.1.252.7776,15079874,"(14, '-', 12)",79351.3969771862,Match,0.002170085906982422,0.00146484375,0.0037240982055664062,0.4,0.85
8,6000,carcinoma of the prostate,2411287060,10.1.1.280.646,17153475,"(16, '-', 12)",79351.3969771862,Match,0.0030548572540283203,0.0025196075439453125,0.005704164505004883,0.4,0.85
